1611446400000;20.01
1611360000000;19.18
1611273600000;16.27
1611187200000;16.54
1611100800000;16.96
1611014400000;17.90
1610928000000;18.56
1610841600000;17.86
1610755200000;17.63
1610668800000;16.08
1610582400000;13.71
1610496000000;12.19
1610409600000;12.02
1610323200000;11.58
1610236800000;13.44
1610150400000;13.29
1610064000000;12.40
1609977600000;13.21
1609891200000;12.811611484560000;20.27
1611484500000;20.27
1611484440000;20.27
1611484380000;20.27
1611484320000;20.24
1611484260000;20.26
1611484200000;20.23
1611484140000;20.29
1611484080000;20.29
1611484020000;20.30
1611483960000;20.26
1611483900000;20.27
1611483840000;20.28
1611483780000;20.30
1611483720000;20.28
1611483660000;20.18
1611483600000;20.24
1611483540000;20.28
1611483480000;20.33
1611483420000;20.36
1611483360000;20.37
1611483300000;20.38
1611483240000;20.38
1611483180000;20.36
1611483120000;20.34
1611483060000;20.39
1611483000000;20.41
1611482940000;20.42
1611482880000;20.41
1611482820000;20.38
1611482760000;20.33
1611482700000;20.34
1611482640000;20.31
1611482580000;20.29
1611482520000;20.30
1611482460000;20.33
1611482400000;20.31
1611482340000;20.29
1611482280000;20.30
1611482220000;20.32
1611482160000;20.31
1611482100000;20.30
1611482040000;20.28
1611481980000;20.28
1611481920000;20.33
1611481860000;20.34
1611481800000;20.35
1611481740000;20.37
1611481680000;20.37
1611481620000;20.38
1611481560000;20.36
1611481500000;20.31
1611481440000;20.26
1611481380000;20.24
1611481320000;20.20
1611481260000;20.21
1611481200000;20.22
1611481140000;20.24
1611481080000;20.22
1611481020000;20.24
1611480960000;20.26
1611480900000;20.24
1611480840000;20.28
1611480780000;20.26
1611480720000;20.24
1611480660000;20.23
1611480600000;20.22
1611480540000;20.19
1611480480000;20.18
1611480420000;20.16
1611480360000;20.10
1611480300000;20.11
1611480240000;20.07
1611480180000;20.09
1611480120000;20.05
1611480060000;20.09
1611480000000;20.06
1611479940000;20.05
1611479880000;20.02
1611479820000;20.05
1611479760000;20.03
1611479700000;19.99
1611479640000;20.03
1611479580000;20.00
1611479520000;19.99
1611479460000;19.99
1611479400000;20.02
1611479340000;20.06
1611479280000;20.07
1611479220000;20.02
1611479160000;19.95
1611479100000;19.98
1611479040000;20.03
1611478980000;20.02
1611478920000;20.05
1611478860000;20.05
1611478800000;20.01
1611478740000;20.00
1611478680000;19.99
1611478620000;19.95
1611478560000;19.95
1611478500000;19.91
1611478440000;19.93
1611478380000;19.92
1611478320000;19.84
1611478260000;19.84
1611478200000;19.85
1611478140000;19.84
1611478080000;19.84
1611478020000;19.85
1611477960000;19.84
1611477900000;19.86
1611477840000;19.81
1611477780000;19.84
1611477720000;19.86
1611477660000;19.86
1611477600000;19.87
1611477540000;19.92
1611477480000;19.93
1611477420000;19.90
1611477360000;19.90
1611477300000;19.87
1611477240000;19.93
1611477180000;19.93
1611477120000;19.97
1611477060000;19.95
1611477000000;19.93
1611476940000;19.87
1611476880000;19.88
1611476820000;19.86
1611476760000;19.85
1611476700000;19.89
1611476640000;19.86
1611476580000;19.85
1611476520000;19.81
1611476460000;19.81
1611476400000;19.86
1611476340000;19.89
1611476280000;19.91
1611476220000;19.91
1611476160000;19.91
1611476100000;19.93
1611476040000;19.94
1611475980000;19.93
1611475920000;19.94
1611475860000;19.90
1611475800000;19.92
1611475740000;19.93
1611475680000;19.93
1611475620000;19.94
1611475560000;19.89
1611475500000;19.85
1611475440000;19.88
1611475380000;19.90
1611475320000;19.90
1611475260000;19.92
1611475200000;19.89
1611475140000;19.87
1611475080000;19.85
1611475020000;19.87
1611474960000;19.83
1611474900000;19.80
1611474840000;19.77
1611474780000;19.77
1611474720000;19.78
1611474660000;19.79
1611474600000;19.81
1611474540000;19.81
1611474480000;19.85
1611474420000;19.83
1611474360000;19.86
1611474300000;19.82
1611474240000;19.87
1611474180000;19.87
1611474120000;19.85
1611474060000;19.83
1611474000000;19.81
1611473940000;19.81
1611473880000;19.87
1611473820000;19.92
1611473760000;19.88
1611473700000;19.85
1611473640000;19.81
1611473580000;19.78
1611473520000;19.86
1611473460000;19.92
1611473400000;19.89
1611473340000;19.85
1611473280000;19.83
1611473220000;19.82
1611473160000;19.81
1611473100000;19.81
1611473040000;19.81
1611472980000;19.80
1611472920000;19.74
1611472860000;19.73
1611472800000;19.74
1611472740000;19.74
1611472680000;19.75
1611472620000;19.79
1611472560000;19.87
1611472500000;19.88
1611472440000;19.88
1611472380000;19.89
1611472320000;19.92
1611472260000;19.92
1611472200000;19.95
1611472140000;19.97
1611472080000;19.96
1611472020000;19.87
1611471960000;19.89
1611471900000;19.89
1611471840000;19.91
1611471780000;19.90
1611471720000;19.87
1611471660000;19.84
1611471600000;19.79
1611471540000;19.74
1611471480000;19.72
1611471420000;19.70
1611471360000;19.70
1611471300000;19.69
1611471240000;19.70
1611471180000;19.70
1611471120000;19.69
1611471060000;19.68
1611471000000;19.66
1611470940000;19.66
1611470880000;19.66
1611470820000;19.69
1611470760000;19.69
1611470700000;19.65
1611470640000;19.65
1611470580000;19.68
1611470520000;19.68
1611470460000;19.68
1611470400000;19.64
1611470340000;19.64
1611470280000;19.67
1611470220000;19.66
1611470160000;19.65
1611470100000;19.63
1611470040000;19.63
1611469980000;19.63
1611469920000;19.64
1611469860000;19.67
1611469800000;19.64
1611469740000;19.63
1611469680000;19.63
1611469620000;19.63
1611469560000;19.62
1611469500000;19.63
1611469440000;19.59
1611469380000;19.54
1611469320000;19.56
1611469260000;19.60
1611469200000;19.56
1611469140000;19.54
1611469080000;19.54
1611469020000;19.56
1611468960000;19.59
1611468900000;19.61
1611468840000;19.62
1611468780000;19.66
1611468720000;19.65
1611468660000;19.65
1611468600000;19.65
1611468540000;19.65
1611468480000;19.67
1611468420000;19.71
1611468360000;19.75
1611468300000;19.72
1611468240000;19.72
1611468180000;19.69
1611468120000;19.65
1611468060000;19.70
1611468000000;19.75
1611467940000;19.74
1611467880000;19.75
1611467820000;19.75
1611467760000;19.76
1611467700000;19.74
1611467640000;19.74
1611467580000;19.74
1611467520000;19.74
1611467460000;19.74
1611467400000;19.74
1611467340000;19.75
1611467280000;19.76
1611467220000;19.71
1611467160000;19.73
1611467100000;19.74
1611467040000;19.76
1611466980000;19.74
1611466920000;19.69
1611466860000;19.69
1611466800000;19.69
1611466740000;19.67
1611466680000;19.68
1611466620000;19.68
1611466560000;19.68
1611466500000;19.68
1611466440000;19.71
1611466380000;19.70
1611466320000;19.70
1611466260000;19.68
1611466200000;19.63
1611466140000;19.63
1611466080000;19.64
1611466020000;19.64
1611465960000;19.64
1611465900000;19.65
1611465840000;19.68
1611465780000;19.68
1611465720000;19.69
1611465660000;19.69
1611465600000;19.69
1611465540000;19.70
1611465480000;19.70
1611465420000;19.71
1611465360000;19.69
1611465300000;19.69
1611465240000;19.68
1611465180000;19.69
1611465120000;19.79
1611465060000;19.68
1611465000000;19.68
1611464940000;19.71
1611464880000;19.70
1611464820000;19.69
1611464760000;19.78
1611464700000;19.76
1611464640000;19.68
1611464580000;19.71
1611464520000;19.72
1611464460000;19.77
1611464400000;19.81
1611464340000;19.83
1611464280000;19.86
1611464220000;19.86
1611464160000;19.89
