1610805273;30832.50
1610805334;30835.12
1610805394;30825.32
1610805454;30797.90
1610805515;30780.82
1610805575;30763.38
1610805635;30760.87
1610805696;30758.36
1610805756;30755.64
1610805816;30724.93
1610805876;30707.39
1610805937;30692.57
1610805997;30681.12
1610806057;30677.06
1610806118;30667.11
1610806178;30688.87
1610806238;30707.41
1610806299;30728.81
1610806359;30755.18
1610806419;30778.48
1610806479;30792.20
1610806540;30813.79
1610806600;30828.47
1610806660;30832.76
1610806721;30832.68
1610806781;30834.44
1610806841;30848.61
1610806902;30848.02
1610806962;30833.31
1610807022;30827.12
1610807082;30785.32
1610807143;30749.07
1610807203;30660.05
1610807263;30610.52
1610807324;30579.02
1610807384;30537.42
1610807444;30507.33
1610807504;30476.78
1610807565;30465.14
1610807625;30473.36
1610807686;30496.77
1610807746;30530.56
1610807806;30541.48
1610807867;30544.63
1610807927;30541.59
1610807987;30556.21
1610808047;30577.27
1610808108;30596.22
1610808168;30639.21
1610808228;30646.21
1610808288;30671.39
1610808349;30705.38
1610808409;30716.73
1610808469;30726.37
1610808530;30737.84
1610808590;30743.82
1610808646;30746.62
1610808656;30744.42
1610808717;30747.59
1610808777;30792.41
1610808837;30775.71
1610808876;30739.08
1610808904;30721.44
1610808964;30795.0
1610809025;30833.17
1610809085;30812.03
1610809146;30773.49
1610809206;30863.34
1610809267;30869.18
1610809327;30822.6
1610809387;30781.84
1610809448;30756.23
1610809508;30730.19
1610809569;30679.16
1610809629;30685.2
1610809689;30641.41
1610809750;30750.13
1610809810;30789.39
1610809870;30836.43
1610809931;30834.68
1610809991;30784.52
1610810051;30769.64
1610810112;30795.45
1610810172;30848.27
1610810233;30813.54
1610810293;30774.65
1610810353;30728.14
1610810414;30735.56
1610810474;30768.12
1610810535;30771.26
1610810595;30783.35
1610810655;30757.68
1610810716;30759.19
1610810776;30793.36
1610810837;30816.67
1610810897;30787.88
1610810958;30821.57
1610811018;30821.46
1610811079;30859.82
1610811139;30863.37
1610811199;30863.33
1610811260;30865.07
1610811320;30987.18
1610811380;31028.21
1610811441;31032.81
1610811501;31080.71
1610811561;31083.41
1610811622;31098.93
1610811682;31074.82
1610811742;31051.6
1610811803;31054.26
1610811863;31012.86
1610811923;31058.16
1610811984;31077.79
1610812044;31078.26
1610812104;31083.49
1610812165;31001.39
1610812225;30965.4
1610812285;30967.56
1610812345;30932.0
1610812406;30920.52
1610812466;30945.05
1610812526;30950.96
1610812587;30955.52
1610812647;30938.74
1610812707;30955.15
1610812768;30955.92
1610812828;31047.11
1610812888;31117.23
1610812949;31151.53
1610813009;30978.9
1610813069;30840.72
1610813130;30887.56
1610813190;30975.11
1610813250;30983.49
1610813311;30995.13
1610813371;31060.49
1610813431;31073.26
1610813492;30973.6
1610813552;30966.05
1610813612;30943.4
1610813672;30933.72
1610813733;30911.69
1610813793;30868.36
1610813853;30904.14
1610813914;30904.05
1610813974;30768.25
1610814034;30776.84
1610814095;30746.32
1610814155;30793.92
1610814215;30823.43
1610814276;30800.0
1610814336;30789.4
1610814396;30812.49
1610814457;30876.18
1610814517;30847.28
1610814577;30854.31
1610814638;30831.66
